Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Model1,Model2,Transmission1,Transmission2
BMW,SUBCOMPACT,3.0,6,Z,13.8,9.4,11.9,24,280,M4,Undefined,M,6
BMW,SUBCOMPACT,3.0,6,Z,14.5,10.5,12.7,22,299,M4,Undefined,AM,7
BMW,SUBCOMPACT,3.0,6,Z,13.8,9.4,11.9,24,280,M4,Undefined,M,6
BMW,COMPACT,3.0,6,Z,14.3,10.4,12.6,22,294,M4,Undefined,AM,7
BMW,COMPACT,3.0,6,Z,13.4,9.6,11.7,24,273,M4,Undefined,M,6
BMW,COMPACT,3.0,6,Z,14.3,10.4,12.6,22,294,M4,Undefined,AM,7
BMW,COMPACT,3.0,6,Z,13.4,9.6,11.7,24,273,M4,Undefined,M,6
BMW,COMPACT,3.0,6,Z,14.3,10.4,12.6,22,294,M4,Undefined,AM,7
BMW,MID-SIZE,4.4,8,Z,16.0,11.2,13.9,20,324,M5,Undefined,AS,8
BMW,MID-SIZE,4.4,8,Z,16.0,11.2,13.9,20,324,M5,Undefined,AS,8
BMW,MID-SIZE,4.4,8,Z,13.3,9.2,11.5,25,269,M550i,Undefined,AS,8
BMW,COMPACT,4.4,8,Z,17.3,11.6,14.7,19,344,M6,Undefined,AM,7
BMW,FULL-SIZE,6.6,12,Z,17.7,11.9,15.1,19,355,M760Li,Undefined,AS,8
BMW,SUBCOMPACT,4.4,8,Z,13.5,9.2,11.6,24,270,M850i,Undefined,AS,8
BMW,SUBCOMPACT,4.4,8,Z,13.3,9.2,11.5,25,269,M850i,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,Z,10.7,7.5,9.3,30,217,X1,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,Z,11.0,7.7,9.5,30,222,X2,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,Z,10.8,8.0,9.6,29,223,X3,Undefined,AS,8
BMW,SUV - SMALL,3.0,6,Z,11.9,8.7,10.4,27,245,X3,Undefined,AS,8
BMW,SUV - SMALL,2.0,4,Z,10.8,8.0,9.6,29,223,X4,Undefined,AS,8
BMW,SUV - SMALL,3.0,6,Z,11.9,8.7,10.4,27,245,X4,Undefined,AS,8
BMW,SUV - STANDARD,3.0,6,Z,11.7,9.1,10.5,27,245,X5,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,15.3,11.1,13.4,21,314,X5,Undefined,AS,8
BMW,SUV - STANDARD,3.0,6,Z,13.0,9.9,11.6,24,272,X6,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,14.3,10.6,12.6,22,294,X6,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341,X6,Undefined,AS,8
BMW,SUV - STANDARD,3.0,6,Z,12.0,9.4,10.8,26,254,X7,Undefined,AS,8
BMW,SUV - STANDARD,4.4,8,Z,14.3,10.6,12.6,22,294,X7,Undefined,AS,8
BUGATTI,TWO-SEATER,8.0,16,Z,26.8,16.6,22.2,13,522,Chiron,Undefined,AM,7
BUICK,SUV - STANDARD,3.6,6,X,13.0,9.1,11.2,25,263,Enclave,Undefined,A,9
BUICK,SUV - STANDARD,3.6,6,X,13.8,9.5,11.9,24,278,Enclave,All-wheel drive,A,9
BUICK,SUV - SMALL,1.4,4,X,9.4,7.8,8.7,32,204,Encore,Undefined,AS,6
BUICK,SUV - SMALL,1.4,4,X,8.9,7.5,8.3,34,194,Encore,Undefined,AS,6
BUICK,SUV - SMALL,1.4,4,X,9.9,8.1,9.1,31,214,Encore,All-wheel drive,AS,6
BUICK,SUV - SMALL,1.4,4,X,9.4,7.9,8.8,32,205,Encore,All-wheel drive,AS,6
BUICK,SUV - SMALL,2.0,4,Z,11.7,9.4,10.7,26,249,Envision,All-wheel drive,A,9
BUICK,SUV - SMALL,2.5,4,X,11.1,8.6,10.0,28,234,Envision,All-wheel drive,A,6
BUICK,MID-SIZE,3.6,6,X,11.7,7.8,9.9,29,233,LaCrosse,Undefined,AS,9
BUICK,MID-SIZE,2.5,4,X,9.4,6.8,8.2,34,192,LaCrosse,Undefined,AS,6
BUICK,MID-SIZE,3.6,6,X,11.7,8.2,10.1,28,238,LaCrosse,All-wheel drive,AS,9
BUICK,MID-SIZE,2.0,4,Z,10.6,7.4,9.1,31,214,Regal,Undefined,AS,9
BUICK,MID-SIZE,2.0,4,Z,11.0,8.0,9.6,29,227,Regal,All-wheel drive,AS,8
BUICK,MID-SIZE,3.6,6,X,12.4,8.7,10.7,26,251,Regal,All-wheel drive,AS,9
CADILLAC,FULL-SIZE,3.0,6,Z,13.1,9.1,11.3,25,267,CT6,All-wheel drive,AS,10
CADILLAC,FULL-SIZE,3.6,6,X,13.0,8.8,11.1,25,261,CT6,All-wheel drive,AS,10
CADILLAC,FULL-SIZE,4.2,8,Z,17.3,9.5,13.8,20,324,CT6,All-wheel drive,AS,10
CADILLAC,MID-SIZE,2.0,4,Z,11.0,7.8,9.5,30,222,CTS,Undefined,AS,8
CADILLAC,MID-SIZE,3.6,6,X,12.3,8.2,10.5,27,246,CTS,Undefined,AS,8
CADILLAC,MID-SIZE,2.0,4,Z,11.4,8.1,9.9,29,232,CTS,All-wheel drive,AS,8
CADILLAC,MID-SIZE,3.6,6,X,13.3,9.2,11.5,25,269,CTS,All-wheel drive,AS,8
CADILLAC,MID-SIZE,3.6,6,Z,15.0,9.9,12.7,22,298,CTS,Undefined,AS,8
CADILLAC,MID-SIZE,6.2,8,Z,17.1,11.0,14.3,20,337,CTS-V,Undefined,AS,8
CADILLAC,SUV - STANDARD,6.2,8,Z,16.6,10.9,14.0,20,328,Escalade,Four-wheel drive,A,10
CADILLAC,SUV - SMALL,2.0,4,Z,9.8,7.8,8.9,32,209,XT4,Undefined,AS,9
CADILLAC,SUV - SMALL,2.0,4,Z,10.9,8.2,9.7,29,227,XT4,All-wheel drive,AS,9
CADILLAC,SUV - SMALL,3.6,6,X,12.1,8.9,10.6,27,250,XT5,Undefined,AS,8
CADILLAC,SUV - SMALL,3.6,6,X,12.8,9.3,11.2,25,263,XT5,All-wheel drive,AS,8
CADILLAC,FULL-SIZE,3.6,6,X,12.9,8.7,11.0,26,259,XTS,Undefined,AS,6
CADILLAC,FULL-SIZE,3.6,6,X,13.7,9.0,11.6,24,272,XTS,All-wheel drive,AS,6
CADILLAC,FULL-SIZE,3.6,6,Z,15.0,10.1,12.8,22,302,XTS,All-wheel drive,AS,6
CHEVROLET,SUV - SMALL,2.5,4,X,10.8,8.8,9.9,29,232,Blazer,Undefined,A,9
CHEVROLET,SUV - SMALL,3.6,6,X,12.0,9.0,10.6,27,250,Blazer,Undefined,A,9
CHEVROLET,SUV - SMALL,3.6,6,X,12.7,9.5,11.3,25,265,Blazer,All-wheel drive,A,9
CHEVROLET,SUBCOMPACT,2.0,4,Z,10.8,7.7,9.4,30,220,Camaro,Undefined,AS,8
CHEVROLET,SUBCOMPACT,2.0,4,Z,11.9,7.9,10.1,28,235,Camaro,Undefined,M,6
CHEVROLET,SUBCOMPACT,3.6,6,X,12.3,8.2,10.4,27,246,Camaro,Undefined,AS,8
CHEVROLET,SUBCOMPACT,3.6,6,X,14.3,8.8,11.8,24,277,Camaro,Undefined,M,6
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.5,8.8,12.0,24,279,Camaro,Undefined,AS,10
CHEVROLET,SUBCOMPACT,6.2,8,Z,14.9,9.9,12.6,22,297,Camaro,Undefined,M,6
CHEVROLET,SUBCOMPACT,6.2,8,Z,18.3,11.2,15.1,19,355,Camaro,Undefined,AS,10
CHEVROLET,SUBCOMPACT,6.2,8,Z,17.2,12.0,14.9,19,349,Camaro,Undefined,M,6
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.1,9.2,10.8,26,253,Colorado,Undefined,A,6
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,11.9,9.2,10.7,26,251,Colorado,Undefined,M,6
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,11.8,7.9,10.1,28,270,Colorado,Undefined,A,6
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,274,Colorado,Undefined,A,8
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.8,11.4,25,267,Colorado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,12.2,8.4,10.5,27,283,Colorado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,14.0,9.9,12.2,23,286,Colorado,Four-wheel drive,A,8
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,D,13.3,10.6,12.1,23,326,Colorado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,X,15.0,13.0,14.1,20,331,Colorado,Four-wheel drive,A,8
CHEVROLET,TWO-SEATER,6.2,8,Z,15.6,9.2,12.7,22,299,Corvette,Undefined,AS,8
CHEVROLET,TWO-SEATER,6.2,8,Z,14.6,9.3,12.2,23,286,Corvette,Undefined,M,7
CHEVROLET,TWO-SEATER,6.2,8,Z,17.2,10.1,14.0,20,331,Corvette,Undefined,AS,8
CHEVROLET,TWO-SEATER,6.2,8,Z,15.9,10.6,13.5,21,318,Corvette,Undefined,M,7
CHEVROLET,TWO-SEATER,6.2,8,Z,19.5,12.0,16.1,18,381,Corvette,Undefined,AS,8
CHEVROLET,TWO-SEATER,6.2,8,Z,18.2,12.5,15.6,18,368,Corvette,Undefined,M,7
CHEVROLET,COMPACT,1.4,4,X,8.3,6.2,7.3,39,172,Cruze,Undefined,AS,6
CHEVROLET,COMPACT,1.4,4,X,8.3,6.2,7.3,39,172,Cruze,Undefined,AS,6
CHEVROLET,COMPACT,1.6,4,D,7.6,4.9,6.4,44,172,Cruze,Undefined,A,9
CHEVROLET,MID-SIZE,1.4,4,X,8.3,6.2,7.3,39,172,Cruze,Undefined,AS,6
CHEVROLET,MID-SIZE,1.4,4,X,8.5,6.4,7.5,38,175,Cruze,Undefined,AS,6
CHEVROLET,MID-SIZE,1.6,4,D,7.8,5.2,6.6,43,178,Cruze,Undefined,A,9
CHEVROLET,SUV - SMALL,1.5,4,X,9.2,7.3,8.3,34,196,Equinox,Undefined,A,6
CHEVROLET,SUV - SMALL,1.6,4,D,8.5,6.0,7.4,38,199,Equinox,Undefined,A,6
CHEVROLET,SUV - SMALL,1.5,4,X,9.3,7.8,8.6,33,207,Equinox,All-wheel drive,A,6
CHEVROLET,SUV - SMALL,1.6,4,D,8.5,6.1,7.4,38,199,Equinox,All-wheel drive,A,6
CHEVROLET,SUV - SMALL,2.0,4,Z,10.9,8.3,9.7,29,228,Equinox,All-wheel drive,A,9
CHEVROLET,FULL-SIZE,2.5,4,X,10.8,8.0,9.6,29,225,Impala,Undefined,AS,6
CHEVROLET,FULL-SIZE,3.6,6,X,12.7,8.5,10.8,26,254,Impala,Undefined,AS,6
CHEVROLET,FULL-SIZE,3.6,6,E,17.2,11.6,14.6,19,245,Impala,Undefined,AS,6
CHEVROLET,MID-SIZE,1.5,4,X,8.2,6.6,7.5,38,174,Malibu,Undefined,AV,0
CHEVROLET,MID-SIZE,2.0,4,Z,10.5,7.4,9.1,31,214,Malibu,Undefined,A,9
CHEVROLET,MID-SIZE,1.8,4,X,4.8,5.5,5.1,55,121,Malibu,Undefined,AV,0
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,11.9,10.3,11.1,25,261,Silverado,Undefined,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,15.1,11.5,13.5,21,316,Silverado,Undefined,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.4,13.9,20,326,Silverado,Undefined,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.7,11.9,14.0,20,329,Silverado,Flexible-fuel vehicle,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,21.1,15.0,18.4,15,306,Silverado,Flexible-fuel vehicle,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.1,10.2,12.4,23,290,Silverado,Undefined,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,2.7,4,X,12.5,10.8,11.7,24,275,Silverado,Four-wheel drive,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,15.8,11.9,14.0,20,329,Silverado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,X,16.3,12.9,14.8,19,347,Silverado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.7,14.0,20,329,Silverado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16.1,12.5,14.4,20,339,Silverado,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,E,22.0,16.1,19.3,15,322,Silverado,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,16.5,13.0,14.9,19,350,Silverado,Four-wheel drive,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.8,13.1,22,306,Silverado,Four-wheel drive,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.3,11.8,13.7,21,320,Silverado,Four-wheel drive,A,8
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,Z,15.0,12.0,13.7,21,321,Silverado,Four-wheel drive,A,10
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.6,10.9,13.5,21,317,Silverado,Undefined,A,6
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,X,15.8,11.4,13.8,20,325,Silverado,Four-wheel drive,A,6
CHEVROLET,SUBCOMPACT,1.4,4,X,7.9,6.2,7.1,40,167,Spark,Undefined,AV,0
CHEVROLET,SUBCOMPACT,1.4,4,X,8.0,6.2,7.2,39,170,Spark,Undefined,M,5
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314,Suburban,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314,Suburban,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298,Suburban,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,16.8,11.3,14.3,20,336,Suburban,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,16.8,11.3,14.3,20,336,Suburban,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,22.2,15.2,19.0,15,317,Suburban,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,6.2,8,Z,17.1,11.3,14.5,19,340,Suburban,Four-wheel drive,A,10
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314,Tahoe,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314,Tahoe,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298,Tahoe,Flexible-fuel vehicle,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.8,11.1,13.7,21,321,Tahoe,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,15.8,11.1,13.7,21,321,Tahoe,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.7,14.3,18.4,15,305,Tahoe,"Four-wheel drive, Flexible-fuel vehicle",A,6
CHEVROLET,SUV - STANDARD,6.2,8,Z,16.4,10.7,13.8,20,325,Tahoe,Four-wheel drive,A,10
CHEVROLET,SUV - STANDARD,3.6,6,X,13.0,8.8,11.1,25,261,Traverse,Undefined,A,9
CHEVROLET,SUV - STANDARD,3.6,6,X,13.7,9.5,11.8,24,277,Traverse,All-wheel drive,A,9
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,7.6,8.4,34,196,Trax,Undefined,AS,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.4,6.9,8.3,34,194,Trax,Undefined,M,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.9,8.1,9.1,31,214,Trax,Four-wheel drive,AS,6
CHRYSLER,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242,300,Undefined,A,8
CHRYSLER,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242,300,Flexible-fuel vehicle,A,8
CHRYSLER,FULL-SIZE,3.6,6,E,17.1,10.6,14.2,20,234,300,Flexible-fuel vehicle,A,8
CHRYSLER,FULL-SIZE,5.7,8,X,14.7,9.4,12.3,23,289,300,Undefined,A,8
CHRYSLER,FULL-SIZE,3.6,6,X,12.8,8.7,11.0,26,258,300,All-wheel drive,A,8
CHRYSLER,FULL-SIZE,3.6,6,X,12.8,8.7,11.0,26,258,300,"All-wheel drive, Flexible-fuel vehicle",A,8
CHRYSLER,FULL-SIZE,3.6,6,E,17.6,12.0,15.0,19,248,300,"All-wheel drive, Flexible-fuel vehicle",A,8
CHRYSLER,MINIVAN,3.6,6,X,12.9,8.4,10.9,26,259,Pacifica,Undefined,A,9
CHRYSLER,MINIVAN,3.6,6,X,12.4,8.4,10.6,27,249,Pacifica,Undefined,A,9
DODGE,MID-SIZE,3.6,6,X,12.4,7.8,10.3,27,242,Challenger,Undefined,A,8
DODGE,MID-SIZE,5.7,8,Z,15.6,10.1,13.1,22,307,Challenger,Undefined,M,6
DODGE,MID-SIZE,6.4,8,Z,16.7,10.4,13.9,20,325,Challenger,Undefined,M,6
DODGE,MID-SIZE,5.7,8,X,14.7,9.4,12.3,23,289,Challenger,Undefined,A,8
DODGE,MID-SIZE,6.4,8,Z,15.8,9.6,13.0,22,304,Challenger,Undefined,A,8
DODGE,MID-SIZE,3.6,6,X,12.8,8.7,11.0,26,258,Challenger,All-wheel drive,A,8
DODGE,MID-SIZE,6.2,8,Z,17.6,10.7,14.5,19,339,Challenger,Undefined,A,8
DODGE,MID-SIZE,6.2,8,Z,18.1,11.4,15.1,19,352,Challenger,Undefined,M,6
DODGE,MID-SIZE,6.2,8,Z,17.6,10.7,14.5,19,339,Challenger,Undefined,A,8
DODGE,FULL-SIZE,3.6,6,X,13.7,9.0,11.6,24,271,Charger,Undefined,A,5
DODGE,FULL-SIZE,3.6,6,X,13.7,9.0,11.6,24,271,Charger,Flexible-fuel vehicle,A,5
DODGE,FULL-SIZE,3.6,6,E,18.9,12.7,16.1,18,268,Charger,Flexible-fuel vehicle,A,5
DODGE,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242,Charger,Undefined,A,8
DODGE,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242,Charger,Flexible-fuel vehicle,A,8
DODGE,FULL-SIZE,3.6,6,E,17.1,10.6,14.2,20,234,Charger,Flexible-fuel vehicle,A,8
DODGE,FULL-SIZE,5.7,8,X,15.6,9.7,12.9,22,302,Charger,Undefined,A,5
DODGE,FULL-SIZE,5.7,8,X,14.7,9.4,12.3,23,289,Charger,Undefined,A,8
DODGE,FULL-SIZE,6.4,8,Z,15.8,9.6,13.0,22,304,Charger,Undefined,A,8
DODGE,FULL-SIZE,3.6,6,X,12.8,8.7,11.0,26,258,Charger,All-wheel drive,A,8
DODGE,FULL-SIZE,3.6,6,X,12.8,8.7,11.0,26,258,Charger,"All-wheel drive, Flexible-fuel vehicle",A,8
DODGE,FULL-SIZE,3.6,6,E,17.6,12.0,15.0,19,248,Charger,"All-wheel drive, Flexible-fuel vehicle",A,8
DODGE,FULL-SIZE,5.7,8,X,16.0,10.1,13.3,21,312,Charger,All-wheel drive,A,5
DODGE,FULL-SIZE,6.2,8,Z,17.6,10.7,14.5,19,339,Charger,Undefined,A,8
DODGE,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265,Durango,All-wheel drive,A,8
DODGE,SUV - STANDARD,5.7,8,X,16.7,10.9,14.1,20,331,Durango,All-wheel drive,A,8
DODGE,SUV - STANDARD,6.4,8,Z,18.3,12.2,15.6,18,363,Durango,All-wheel drive,A,8
DODGE,MINIVAN,3.6,6,X,13.7,9.4,11.8,24,276,Grand,Flexible-fuel vehicle,A,6
DODGE,MINIVAN,3.6,6,E,19.4,13.3,16.7,17,274,Grand,Flexible-fuel vehicle,A,6
DODGE,SUV - SMALL,2.4,4,X,12.7,9.2,11.1,25,261,Journey,Undefined,A,4
DODGE,SUV - SMALL,3.6,6,X,14.2,9.5,12.1,23,284,Journey,Flexible-fuel vehicle,A,6
DODGE,SUV - SMALL,3.6,6,E,19.1,13.2,16.4,17,274,Journey,Flexible-fuel vehicle,A,6
DODGE,SUV - SMALL,3.6,6,X,14.5,10.0,12.4,23,292,Journey,All-wheel drive,A,6
FIAT,TWO-SEATER,1.4,4,X,9.3,6.5,8.0,35,187,124,Undefined,A,6
FIAT,TWO-SEATER,1.4,4,X,9.0,6.7,7.9,36,185,124,Undefined,M,6
FIAT,MINICOMPACT,1.4,4,X,9.7,7.4,8.7,32,203,500,Undefined,A,6
FIAT,MINICOMPACT,1.4,4,X,8.5,7.1,7.9,36,186,500,Undefined,M,5
FIAT,STATION WAGON - SMALL,1.4,4,X,10.7,7.9,9.4,30,221,500L,Undefined,A,6
FIAT,SUV - SMALL,1.3,4,X,10.0,7.9,9.1,31,213,500X,All-wheel drive,A,9
FORD,SUV - SMALL,1.0,3,X,8.6,8.1,8.4,34,196,EcoSport,Undefined,AS,6
FORD,SUV - SMALL,2.0,4,X,10.2,8.0,9.3,30,218,EcoSport,All-wheel drive,AS,6
FORD,SUV - SMALL,2.0,4,X,10.9,8.0,9.6,29,224,Edge,Undefined,AS,8
FORD,SUV - SMALL,2.0,4,X,11.4,8.3,10.0,28,233,Edge,All-wheel drive,AS,8
FORD,SUV - SMALL,2.7,6,X,12.6,9.2,11.0,26,259,Edge,All-wheel drive,AS,8
FORD,SUV - SMALL,1.5,4,X,10.2,7.8,9.1,31,214,Escape,Undefined,AS,6
FORD,SUV - SMALL,2.5,4,X,11.0,8.0,9.6,29,226,Escape,Flexible-fuel vehicle,AS,6
FORD,SUV - SMALL,2.5,4,E,15.0,10.8,13.1,22,218,Escape,Flexible-fuel vehicle,AS,6
FORD,SUV - SMALL,1.5,4,X,11.2,8.4,9.9,29,232,Escape,All-wheel drive,AS,6
FORD,SUV - SMALL,2.0,4,X,11.5,8.7,10.2,28,239,Escape,All-wheel drive,AS,6
FORD,SUV - STANDARD,3.5,6,X,14.1,10.6,12.5,23,293,Expedition,Four-wheel drive,AS,10
FORD,SUV - STANDARD,3.5,6,X,14.7,11.2,13.1,22,307,Expedition,Four-wheel drive,AS,10
FORD,SUV - STANDARD,2.3,4,X,13.1,9.2,11.4,25,267,Explorer,All-wheel drive,AS,6
FORD,SUV - STANDARD,3.5,6,X,15.2,10.9,13.2,21,311,Explorer,All-wheel drive,AS,6
FORD,SUV - STANDARD,3.5,6,X,14.5,10.6,12.7,22,299,Explorer,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,SUV - STANDARD,3.5,6,E,19.8,14.3,17.3,16,288,Explorer,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,2.7,6,X,12.0,9.0,10.6,27,249,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,2.7,6,X,12.4,9.4,11.1,25,260,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,2.7,6,X,12.4,9.4,11.1,25,260,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,3.0,6,D,10.8,8.0,9.5,30,256,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,3.0,6,D,10.8,8.4,9.7,29,260,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,3.3,6,X,12.2,9.3,10.9,26,256,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,3.3,6,E,16.7,12.6,14.9,19,247,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,3.3,6,X,12.4,9.8,11.2,25,263,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,3.3,6,E,16.7,12.6,14.9,19,247,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,13.5,10.1,12.0,24,281,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,13.8,10.7,12.4,23,291,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,13.9,11.2,12.7,22,298,F-150,Undefined,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,13.9,10.2,12.2,23,287,F-150,Flexible-fuel vehicle,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,20.3,14.0,17.4,16,290,F-150,Flexible-fuel vehicle,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,14.7,11.2,13.1,22,308,F-150,Flexible-fuel vehicle,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,20.3,14.0,17.5,16,290,F-150,Flexible-fuel vehicle,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,15.6,11.8,13.9,20,326,F-150,Flexible-fuel vehicle,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,20.4,14.0,17.5,16,291,F-150,Flexible-fuel vehicle,AS,10
FORD,PICKUP TRUCK - STANDARD,2.7,6,X,12.7,9.8,11.4,25,268,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,2.7,6,X,13.1,10.2,11.8,24,277,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,2.7,6,X,13.1,10.2,11.8,24,277,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.0,6,D,11.8,9.3,10.7,26,287,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.0,6,D,11.8,9.3,10.7,26,287,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.0,6,D,11.2,8.3,9.9,29,266,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.3,6,X,12.8,10.2,11.6,24,273,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,3.3,6,E,17.5,13.8,15.8,18,263,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,3.3,6,X,13.8,10.7,12.4,23,291,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,3.3,6,E,17.5,13.7,15.8,18,263,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,14.3,10.5,12.5,23,295,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,14.7,10.7,12.9,22,303,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,14.7,11.2,13.1,22,308,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,13.8,11.2,12.6,22,296,F-150,Four-wheel drive,AS,10
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,15.1,11.0,13.3,21,312,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,10
