Make,Model1,Model2,Vehicle Class,Transmission1,Transmission2,Fuel Type,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Cluster,Make_Name,Cluster_Rank
41,523,0,12,2,6,4,2.0,4,11.3,8.5,10.0,28,233,2,VOLVO,2
41,523,0,12,2,6,4,2.0,4,12.1,8.9,10.7,26,250,2,VOLVO,2
0,246,11,0,1,6,4,2.4,4,9.9,7.0,8.6,33,199,2,ACURA,2
0,299,11,11,2,7,4,3.5,6,12.3,9.2,10.9,26,254,2,ACURA,2
0,299,11,11,2,7,4,3.5,6,12.2,9.5,11.0,26,258,2,ACURA,2
0,299,0,11,1,5,4,3.0,6,9.1,9.0,9.0,31,210,2,ACURA,2
0,386,0,11,2,1,4,2.0,4,11.0,8.6,9.9,29,232,2,ACURA,2
0,386,0,11,2,1,4,2.0,4,11.3,9.1,10.3,27,241,2,ACURA,2
0,391,11,2,1,5,4,3.5,6,8.4,8.2,8.4,34,196,2,ACURA,2
0,464,11,0,1,6,4,2.4,4,10.2,7.4,8.9,32,209,2,ACURA,2
0,464,11,0,2,7,4,3.5,6,11.4,7.7,9.8,29,228,2,ACURA,2
0,464,11,0,2,7,4,3.5,6,12.0,8.2,10.3,27,240,2,ACURA,2
1,17,11,13,1,4,4,1.8,4,9.7,6.9,8.4,34,197,2,ALFA ROMEO,2
1,236,11,2,0,6,4,2.0,4,10.0,7.2,8.7,32,205,2,ALFA ROMEO,2
1,236,0,2,0,6,4,2.0,4,10.5,7.7,9.2,31,217,2,ALFA ROMEO,2
1,236,11,2,0,6,4,2.9,6,13.5,9.3,11.6,24,271,2,ALFA ROMEO,2
1,453,11,11,0,6,4,2.0,4,10.3,8.1,9.3,30,218,2,ALFA ROMEO,2
1,453,0,11,0,6,4,2.0,4,10.8,8.3,9.6,29,226,2,ALFA ROMEO,2
1,453,0,11,0,6,4,2.9,6,13.9,10.3,12.3,23,288,2,ALFA ROMEO,2
2,148,11,3,0,6,4,4.0,8,13.0,9.8,11.5,25,271,4,ASTON MARTIN,4
2,148,11,3,0,6,4,5.2,12,15.5,10.6,13.3,21,312,4,ASTON MARTIN,4
2,150,11,3,0,6,4,5.2,12,16.4,10.7,13.8,20,324,4,ASTON MARTIN,4
2,503,11,13,0,6,4,4.0,8,13.1,9.6,11.5,25,270,4,ASTON MARTIN,4
2,503,11,13,4,5,4,4.0,8,16.7,11.2,14.2,20,333,4,ASTON MARTIN,4
3,39,11,10,1,5,3,2.0,4,8.8,6.5,7.8,36,182,2,AUDI,2
3,39,11,10,1,5,3,2.0,4,10.8,8.0,9.5,30,224,2,AUDI,2
3,39,11,10,1,5,3,2.0,4,10.8,8.0,9.5,30,224,2,AUDI,2
3,40,11,0,1,5,4,2.0,4,10.0,7.3,8.8,32,205,2,AUDI,2
3,40,11,9,1,5,4,2.0,4,10.0,7.4,8.8,32,206,2,AUDI,2
3,41,11,10,1,5,4,2.0,4,10.0,7.3,8.8,32,205,2,AUDI,2
3,41,11,10,1,5,4,2.0,4,10.0,7.4,8.8,32,206,2,AUDI,2
3,41,11,2,1,5,4,2.0,4,10.0,7.3,8.8,32,205,2,AUDI,2
3,42,11,2,1,5,4,2.0,4,9.8,7.4,8.7,32,205,2,AUDI,2
3,42,11,2,1,5,4,3.0,6,10.9,8.2,9.7,29,226,2,AUDI,2
3,42,11,2,1,5,4,3.0,6,11.8,9.1,10.6,27,247,2,AUDI,2
3,43,11,2,1,5,4,3.0,6,10.9,8.2,9.7,29,226,2,AUDI,2
3,45,11,1,2,6,4,3.0,6,13.5,8.9,11.5,25,267,2,AUDI,2
3,45,11,1,2,6,4,4.0,8,15.4,10.4,13.2,21,308,2,AUDI,2
3,362,11,11,2,6,3,2.0,4,12.3,8.6,10.6,27,248,2,AUDI,2
3,363,11,11,1,5,4,2.0,4,10.7,8.4,9.7,29,226,2,AUDI,2
3,368,11,12,2,6,4,3.0,6,13.8,11.4,12.7,22,296,2,AUDI,2
3,370,11,12,2,6,4,3.0,6,13.8,11.4,12.7,22,296,2,AUDI,2
3,381,11,13,1,5,4,5.2,10,17.5,11.7,14.9,19,347,2,AUDI,2
3,381,11,13,1,5,4,5.2,10,17.5,11.7,14.9,19,347,2,AUDI,2
3,395,11,10,1,5,4,2.5,5,12.1,8.4,10.4,27,243,2,AUDI,2
3,407,11,10,1,5,4,2.0,4,10.7,8.0,9.5,30,222,2,AUDI,2
3,408,11,0,2,6,4,3.0,6,11.8,8.9,10.5,27,245,2,AUDI,2
3,409,11,10,2,6,4,3.0,6,11.8,8.9,10.5,27,245,2,AUDI,2
3,409,11,10,2,6,4,3.0,6,12.1,9.1,10.8,26,252,2,AUDI,2
3,409,11,2,2,6,4,3.0,6,11.8,8.9,10.5,27,245,2,AUDI,2
3,410,11,2,2,6,4,2.9,6,12.9,8.5,10.9,26,255,2,AUDI,2
3,412,11,2,2,6,4,2.9,6,12.9,8.5,10.9,26,255,2,AUDI,2
3,413,11,1,2,6,4,4.0,8,17.6,10.7,14.5,19,339,2,AUDI,2
3,435,11,11,2,6,4,3.0,6,13.1,10.3,11.8,24,276,2,AUDI,2
3,472,11,10,1,5,3,2.0,4,10.3,7.7,9.1,31,213,2,AUDI,2
3,472,11,13,1,5,3,2.0,4,10.3,7.7,9.1,31,213,2,AUDI,2
3,472,11,10,1,5,4,2.5,5,12.1,8.2,10.3,27,241,2,AUDI,2
3,473,11,10,1,5,4,2.0,4,10.4,8.2,9.4,30,220,2,AUDI,2
4,79,11,12,2,6,4,4.0,8,16.4,10.1,13.6,21,315,3,BENTLEY,5
4,79,11,12,2,6,4,6.0,12,20.0,13.8,17.2,16,401,3,BENTLEY,5
4,138,11,0,1,6,4,4.0,8,15.1,9.1,12.4,23,291,3,BENTLEY,5
4,138,11,0,1,6,4,6.0,12,19.0,11.6,15.7,18,364,3,BENTLEY,5
4,138,11,10,1,6,4,4.0,8,15.1,9.1,12.4,23,291,3,BENTLEY,5
4,138,11,10,1,6,4,6.0,12,19.2,12.2,16.0,18,373,3,BENTLEY,5
4,206,11,2,1,6,4,6.0,12,19.2,12.2,16.0,18,373,3,BENTLEY,5
5,4,11,10,2,6,4,2.0,4,10.1,7.0,8.7,32,204,2,BMW,2
5,4,11,10,2,6,4,2.0,4,10.9,7.5,9.4,30,219,2,BMW,2
5,4,11,10,2,6,4,2.0,4,9.5,7.4,8.5,33,200,2,BMW,2
5,4,11,10,2,6,4,2.0,4,10.9,7.5,9.4,30,219,2,BMW,2
5,9,11,0,2,6,4,2.0,4,9.5,6.9,8.3,34,195,2,BMW,2
5,14,11,10,2,6,4,2.0,4,10.6,7.3,9.1,31,213,2,BMW,2
5,14,11,0,2,6,4,2.0,4,10.1,7.0,8.7,32,204,2,BMW,2
5,14,11,0,2,6,4,2.0,4,10.9,7.5,9.4,30,219,2,BMW,2
5,14,11,0,2,6,4,2.0,4,10.9,7.5,9.4,30,219,2,BMW,2
5,16,11,10,2,6,4,3.0,6,12.4,8.5,10.7,26,249,2,BMW,2
5,16,11,0,2,6,4,3.0,6,11.4,8.1,9.9,29,231,2,BMW,2
5,16,11,0,2,6,4,3.0,6,11.4,8.3,10.0,28,233,2,BMW,2
5,16,11,0,4,4,4,3.0,6,13.0,8.5,11.0,26,257,2,BMW,2
5,16,11,0,2,6,4,3.0,6,11.4,8.3,10.0,28,233,2,BMW,2
5,24,11,2,2,6,4,2.0,4,9.9,7.5,8.8,32,206,2,BMW,2
5,27,11,2,2,6,4,3.0,6,10.7,8.1,9.5,30,222,2,BMW,2
5,34,11,1,2,6,4,4.4,8,14.5,9.9,12.4,23,290,2,BMW,2
5,33,11,1,2,6,4,4.4,8,14.5,9.9,12.4,23,290,2,BMW,2
5,64,11,1,2,6,4,4.4,8,14.5,9.9,12.4,23,290,2,BMW,2
5,278,11,10,1,5,4,3.0,6,14.1,10.3,12.4,23,290,2,BMW,2
5,278,11,10,4,4,4,3.0,6,13.4,9.6,11.7,24,273,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,8.1,9.9,29,231,2,BMW,2
5,280,11,10,4,4,4,3.0,6,12.7,8.8,10.9,26,255,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,8.3,10.0,28,233,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,8.1,9.9,29,231,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,8.1,9.9,29,231,2,BMW,2
5,280,11,10,4,4,4,3.0,6,12.7,8.8,10.9,26,255,2,BMW,2
5,280,11,10,4,4,4,3.0,6,12.7,8.8,10.9,26,255,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,8.3,10.0,28,233,2,BMW,2
5,280,11,10,2,6,4,3.0,6,11.4,8.3,10.0,28,233,2,BMW,2
5,282,11,0,2,6,4,3.0,6,11.4,8.3,10.0,28,233,2,BMW,2
5,283,11,10,1,5,4,3.0,6,14.5,10.5,12.7,22,299,2,BMW,2
5,283,11,10,1,5,4,3.0,6,14.5,10.5,12.7,22,299,2,BMW,2
5,283,11,10,4,4,4,3.0,6,13.8,9.4,11.9,24,280,2,BMW,2
5,283,11,10,4,4,4,3.0,6,13.8,9.4,11.9,24,280,2,BMW,2
5,283,11,0,1,5,4,3.0,6,14.1,10.3,12.4,23,290,2,BMW,2
5,283,11,0,1,5,4,3.0,6,14.1,10.3,12.4,23,290,2,BMW,2
5,283,11,0,4,4,4,3.0,6,13.4,9.6,11.7,24,273,2,BMW,2
5,283,11,0,4,4,4,3.0,6,13.4,9.6,11.7,24,273,2,BMW,2
5,283,11,0,1,5,4,3.0,6,14.1,10.3,12.4,23,290,2,BMW,2
5,284,11,2,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,284,11,2,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,285,11,2,2,6,4,4.4,8,13.6,9.3,11.7,24,273,2,BMW,2
5,288,11,1,2,6,4,6.6,12,17.8,11.9,15.1,19,354,2,BMW,2
5,289,11,10,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,289,11,10,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,289,11,10,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,289,11,10,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,289,11,2,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,289,11,2,2,6,4,4.4,8,16.0,11.0,13.8,20,322,2,BMW,2
5,290,11,10,2,6,4,4.4,8,14.5,9.9,12.4,23,290,2,BMW,2
5,290,11,10,2,6,4,4.4,8,13.6,9.3,11.7,24,273,2,BMW,2
5,290,11,2,2,6,4,4.4,8,14.5,9.9,12.4,23,290,2,BMW,2
5,513,11,11,2,6,4,2.0,4,10.3,7.7,9.1,31,213,2,BMW,2
5,514,11,11,2,6,4,2.0,4,9.9,7.6,8.8,32,207,2,BMW,2
5,514,11,11,2,6,4,2.0,4,10.0,7.8,9.0,31,210,2,BMW,2
5,515,11,11,2,6,4,2.0,4,10.0,8.2,9.2,31,215,2,BMW,2
5,515,11,11,2,6,4,3.0,6,16.6,12.1,14.6,19,339,2,BMW,2
5,515,11,11,2,6,4,3.0,6,16.6,12.1,14.6,19,339,2,BMW,2
5,515,11,11,2,6,4,3.0,6,11.3,8.7,10.1,28,235,2,BMW,2
5,516,11,11,2,6,4,2.0,4,10.0,8.2,9.2,31,215,2,BMW,2
5,516,11,11,2,6,4,3.0,6,16.6,12.1,14.6,19,339,2,BMW,2
5,516,11,11,2,6,4,3.0,6,16.6,12.1,14.6,19,339,2,BMW,2
5,516,11,11,2,6,4,3.0,6,11.3,8.7,10.1,28,235,2,BMW,2
5,517,11,12,2,6,4,3.0,6,11.7,9.1,10.5,27,245,2,BMW,2
5,517,11,12,2,6,4,4.4,8,14.5,10.7,12.8,22,302,2,BMW,2
5,517,11,12,2,6,4,4.4,8,14.5,10.7,12.8,22,302,2,BMW,2
5,518,11,12,2,6,4,3.0,6,11.7,9.1,10.5,27,245,2,BMW,2
5,518,11,12,2,6,4,4.4,8,14.5,10.7,12.8,22,302,2,BMW,2
5,519,11,12,2,6,4,3.0,6,12.0,9.4,10.8,26,254,2,BMW,2
5,519,11,12,2,6,4,4.4,8,15.5,11.4,13.6,21,318,2,BMW,2
5,519,11,12,2,6,4,4.4,8,15.5,11.4,13.6,21,318,2,BMW,2
5,544,11,13,2,6,4,2.0,4,9.5,7.4,8.5,33,200,2,BMW,2
5,544,11,13,2,6,4,3.0,6,10.3,8.0,9.3,30,216,2,BMW,2
6,134,11,13,1,5,4,8.0,16,26.8,16.6,22.2,13,522,3,BUGATTI,5
7,180,11,12,0,7,3,3.6,6,13.0,9.1,11.2,25,263,2,BUICK,2
7,180,0,12,0,7,3,3.6,6,13.6,9.6,11.8,24,277,2,BUICK,2
7,181,11,11,2,4,3,1.4,4,9.4,7.8,8.7,32,204,2,BUICK,2
7,181,0,11,2,4,3,1.4,4,10.0,8.0,9.1,31,214,2,BUICK,2
7,181,11,11,3,0,3,1.2,3,9.0,7.7,8.4,34,198,2,BUICK,2
7,181,0,11,0,7,3,1.3,3,9.0,8.0,8.5,33,199,2,BUICK,2
7,182,0,11,0,7,4,2.0,4,11.7,9.4,10.7,26,250,2,BUICK,2
7,182,0,11,0,4,3,2.5,4,11.1,8.6,10.0,28,234,2,BUICK,2
7,401,11,2,2,7,4,2.0,4,10.3,7.4,9.0,31,211,2,BUICK,2
7,401,0,2,2,6,4,2.0,4,11.0,8.0,9.6,29,227,2,BUICK,2
7,401,0,2,2,7,3,3.6,6,12.5,8.8,10.9,26,255,2,BUICK,2
8,114,11,0,2,6,4,2.0,4,10.1,6.8,8.7,32,203,0,CADILLAC,3
8,114,11,0,2,1,4,2.7,4,11.5,8.0,9.9,29,232,0,CADILLAC,3
8,114,0,0,2,6,4,2.0,4,10.4,7.4,9.1,31,213,0,CADILLAC,3
8,114,0,0,2,1,4,2.7,4,11.7,8.4,10.2,28,238,0,CADILLAC,3
8,115,11,0,2,1,4,2.7,4,11.5,8.2,10.0,28,234,0,CADILLAC,3
8,115,0,0,2,1,4,2.7,4,11.7,8.4,10.2,28,238,0,CADILLAC,3
8,116,11,2,2,1,4,2.0,4,10.4,7.3,9.0,31,209,0,CADILLAC,3
8,116,11,2,2,1,4,3.0,6,12.6,9.1,11.0,26,256,0,CADILLAC,3
8,116,0,2,2,1,4,2.0,4,11.0,7.7,9.5,30,221,0,CADILLAC,3
8,116,0,2,2,1,4,3.0,6,13.3,9.3,11.5,25,268,0,CADILLAC,3
8,117,11,2,2,1,4,3.0,6,13.1,9.1,11.3,25,263,0,CADILLAC,3
8,117,0,2,2,1,4,3.0,6,13.8,9.4,11.8,24,276,0,CADILLAC,3
8,118,0,1,2,1,3,3.6,6,12.9,8.7,11.0,26,259,0,CADILLAC,3
8,118,0,1,2,1,4,4.2,8,17.3,9.5,13.8,20,324,0,CADILLAC,3
8,184,6,12,0,1,4,6.2,8,16.7,11.1,14.2,20,333,0,CADILLAC,3
8,534,11,11,2,7,4,2.0,4,9.8,7.8,8.9,32,209,0,CADILLAC,3
8,534,0,11,2,7,4,2.0,4,10.9,8.2,9.7,29,227,0,CADILLAC,3
8,535,11,11,2,7,4,2.0,4,11.0,8.3,9.8,29,227,0,CADILLAC,3
8,535,0,11,2,7,4,2.0,4,11.2,8.9,10.1,28,235,0,CADILLAC,3
8,535,0,11,2,7,3,3.6,6,13.4,9.4,11.6,24,270,0,CADILLAC,3
8,536,0,11,2,7,3,3.6,6,13.5,9.7,11.8,24,277,0,CADILLAC,3
9,80,11,11,0,7,3,2.0,4,11.0,8.3,9.8,29,225,4,CHEVROLET,4
9,80,11,11,0,7,3,2.5,4,11.3,8.9,10.2,28,238,4,CHEVROLET,4
9,80,0,11,0,7,3,2.0,4,11.3,8.7,10.1,28,232,4,CHEVROLET,4
9,80,0,11,0,7,3,3.6,6,13.1,9.4,11.4,25,269,4,CHEVROLET,4
9,126,11,10,2,6,4,2.0,4,10.9,7.6,9.4,30,219,4,CHEVROLET,4
9,126,11,10,4,4,4,2.0,4,11.9,7.9,10.1,28,235,4,CHEVROLET,4
9,126,11,10,2,1,3,3.6,6,12.5,8.1,10.5,27,247,4,CHEVROLET,4
9,126,11,10,4,4,3,3.6,6,14.3,9.0,11.9,24,280,4,CHEVROLET,4
9,126,11,10,2,1,4,6.2,8,14.6,8.9,12.1,23,282,4,CHEVROLET,4
9,126,11,10,4,4,4,6.2,8,14.9,9.9,12.6,22,296,4,CHEVROLET,4
9,126,11,10,2,1,4,6.2,8,18.3,11.2,15.1,19,355,4,CHEVROLET,4
9,126,11,10,4,4,4,6.2,8,17.2,12.0,14.8,19,349,4,CHEVROLET,4
9,136,11,5,0,4,3,2.5,4,12.1,9.2,10.8,26,252,4,CHEVROLET,4
9,136,11,5,0,4,0,2.8,4,11.8,7.9,10.1,28,270,4,CHEVROLET,4
9,136,11,5,0,6,3,3.6,6,13.4,9.6,11.7,24,273,4,CHEVROLET,4
9,136,6,5,0,4,3,2.5,4,12.6,9.7,11.3,25,265,4,CHEVROLET,4
9,136,6,5,0,4,0,2.8,4,12.3,8.5,10.6,27,284,4,CHEVROLET,4
9,136,6,5,0,6,3,3.6,6,14.0,9.9,12.2,23,286,4,CHEVROLET,4
9,136,6,5,0,4,0,2.8,4,13.3,10.6,12.1,23,326,4,CHEVROLET,4
9,136,6,5,0,6,3,3.6,6,15.0,13.0,14.1,20,331,4,CHEVROLET,4
9,142,11,13,2,6,4,6.2,8,15.4,8.7,12.4,23,290,4,CHEVROLET,4
9,183,11,11,0,4,3,1.5,4,8.9,7.7,8.4,34,196,4,CHEVROLET,4
9,183,0,11,0,4,3,1.5,4,9.3,8.0,8.7,32,204,4,CHEVROLET,4
9,183,0,11,0,7,4,2.0,4,10.9,8.3,9.7,29,228,4,CHEVROLET,4
9,251,11,1,2,4,3,3.6,6,12.8,8.5,10.9,26,255,4,CHEVROLET,4
9,251,11,1,2,4,1,3.6,6,17.2,11.6,14.7,19,246,4,CHEVROLET,4
9,314,11,2,3,0,3,1.5,4,8.2,6.6,7.5,38,189,4,CHEVROLET,4
9,314,11,2,0,7,4,2.0,4,10.5,7.4,9.1,31,214,4,CHEVROLET,4
9,447,11,6,0,6,3,2.7,4,11.9,10.3,11.1,25,262,4,CHEVROLET,4
9,447,11,6,0,6,3,2.7,4,12.5,10.8,11.7,24,275,4,CHEVROLET,4
9,447,11,6,0,1,0,3.0,6,10.2,7.2,8.9,32,238,4,CHEVROLET,4
9,447,11,6,0,4,3,4.3,6,15.1,11.5,13.5,21,318,4,CHEVROLET,4
9,447,11,6,0,4,3,5.3,8,15.9,11.4,13.9,20,326,4,CHEVROLET,4
9,447,3,6,0,4,3,5.3,8,16.0,12.6,14.4,20,339,4,CHEVROLET,4
9,447,3,6,0,4,1,5.3,8,22.2,16.2,19.5,14,326,4,CHEVROLET,4
9,447,11,6,0,6,3,5.3,8,13.9,10.1,12.2,23,286,4,CHEVROLET,4
9,447,6,6,0,6,3,2.7,4,12.5,10.8,11.7,24,275,4,CHEVROLET,4
9,447,6,6,0,6,3,2.7,4,12.7,11.0,12.0,24,280,4,CHEVROLET,4
9,447,6,6,0,1,0,3.0,6,10.4,8.0,9.4,30,252,4,CHEVROLET,4
9,447,6,6,0,4,3,4.3,6,15.7,12.0,14.1,20,331,4,CHEVROLET,4
9,447,6,6,0,4,3,4.3,6,16.3,12.9,14.8,19,349,4,CHEVROLET,4
9,447,6,6,0,4,3,5.3,8,15.9,11.8,14.1,20,331,4,CHEVROLET,4
9,447,7,6,0,4,3,5.3,8,16.6,13.0,15.0,19,350,4,CHEVROLET,4
9,447,7,6,0,4,1,5.3,8,22.3,18.1,20.5,14,342,4,CHEVROLET,4
9,447,6,6,0,4,3,5.3,8,16.7,13.1,15.1,19,354,4,CHEVROLET,4
9,447,6,6,0,6,3,5.3,8,14.7,10.7,12.9,22,303,4,CHEVROLET,4
9,447,6,6,0,1,3,5.3,8,14.3,10.6,12.6,22,296,4,CHEVROLET,4
9,447,6,6,0,1,3,5.3,8,14.7,11.2,13.1,22,307,4,CHEVROLET,4
9,447,6,6,0,1,4,6.2,8,15.0,12.0,13.7,21,321,4,CHEVROLET,4
9,447,6,6,0,1,4,6.2,8,16.8,13.3,15.2,19,357,4,CHEVROLET,4
9,447,6,6,0,1,4,6.2,8,15.7,12.4,14.2,20,332,4,CHEVROLET,4
9,451,11,10,3,0,3,1.4,4,7.9,6.2,7.1,40,167,4,CHEVROLET,4
9,451,11,10,4,3,3,1.4,4,8.0,6.2,7.2,39,170,4,CHEVROLET,4
9,455,11,12,0,4,3,5.3,8,15.7,10.5,13.4,21,314,4,CHEVROLET,4
9,455,3,12,0,4,3,5.3,8,15.7,10.5,13.4,21,314,4,CHEVROLET,4
9,455,3,12,0,4,1,5.3,8,21.2,13.9,17.9,16,298,4,CHEVROLET,4
9,455,6,12,0,4,3,5.3,8,16.8,11.3,14.4,20,337,4,CHEVROLET,4
9,455,7,12,0,4,3,5.3,8,16.8,11.3,14.4,20,337,4,CHEVROLET,4
9,455,7,12,0,4,1,5.3,8,22.2,15.3,19.1,15,319,4,CHEVROLET,4
9,455,6,12,0,1,4,6.2,8,17.2,11.4,14.6,19,343,4,CHEVROLET,4
9,477,11,12,0,4,3,5.3,8,15.7,10.5,13.4,21,314,4,CHEVROLET,4
9,477,3,12,0,4,3,5.3,8,15.7,10.5,13.4,21,314,4,CHEVROLET,4
9,477,3,12,0,4,1,5.3,8,21.2,13.9,17.9,16,298,4,CHEVROLET,4
9,477,6,12,0,4,3,5.3,8,16.0,11.2,13.8,20,325,4,CHEVROLET,4
9,477,7,12,0,4,3,5.3,8,16.0,11.2,13.8,20,325,4,CHEVROLET,4
9,477,7,12,0,4,1,5.3,8,21.7,14.3,18.4,15,305,4,CHEVROLET,4
9,477,6,12,0,1,4,6.2,8,16.5,10.9,13.9,20,327,4,CHEVROLET,4
9,484,11,12,0,7,3,3.6,6,13.0,8.8,11.1,25,261,4,CHEVROLET,4
9,484,0,12,0,7,3,3.6,6,13.6,9.6,11.8,24,276,4,CHEVROLET,4
9,485,11,11,2,4,3,1.4,4,9.1,7.6,8.4,34,196,4,CHEVROLET,4
9,485,0,11,2,4,3,1.4,4,10.0,8.0,9.1,31,214,4,CHEVROLET,4
10,5,11,1,0,6,3,3.6,6,12.4,7.8,10.3,27,242,0,CHRYSLER,3
10,5,11,1,0,6,3,5.7,8,14.7,9.4,12.3,23,289,0,CHRYSLER,3
10,5,0,1,0,6,3,3.6,6,12.8,8.7,11.0,26,258,0,CHRYSLER,3
10,352,11,4,0,7,3,3.6,6,12.4,8.4,10.6,27,249,0,CHRYSLER,3
10,507,11,4,0,7,3,3.6,6,12.4,8.4,10.6,27,249,0,CHRYSLER,3
11,131,11,2,0,6,3,3.6,6,12.4,7.8,10.3,27,242,0,DODGE,3
11,131,11,2,0,6,3,5.7,8,14.7,9.4,12.3,23,289,0,DODGE,3
11,131,11,2,4,4,4,5.7,8,15.6,10.1,13.1,22,307,0,DODGE,3
11,131,11,2,0,6,4,6.4,8,15.8,9.6,13.0,22,305,0,DODGE,3
11,131,11,2,4,4,4,6.4,8,16.7,10.4,13.9,20,325,0,DODGE,3
11,131,0,2,0,6,3,3.6,6,12.8,8.7,11.0,26,258,0,DODGE,3
11,131,11,2,0,6,4,6.4,8,15.8,9.6,13.0,22,305,0,DODGE,3
11,131,11,2,4,4,4,6.4,8,16.7,10.4,13.9,20,325,0,DODGE,3
11,131,11,2,0,6,4,6.2,8,17.6,10.7,14.5,19,339,0,DODGE,3
11,131,11,2,4,4,4,6.2,8,18.1,11.4,15.1,19,352,0,DODGE,3
11,131,11,2,0,6,4,6.2,8,18.6,11.2,15.3,18,358,0,DODGE,3
11,131,11,2,4,4,4,6.2,8,18.1,11.4,15.1,19,352,0,DODGE,3
11,132,11,1,0,3,3,3.6,6,13.7,9.0,11.6,24,271,0,DODGE,3
11,132,11,1,0,6,3,3.6,6,12.4,7.8,10.3,27,242,0,DODGE,3
11,132,11,1,0,6,3,5.7,8,14.7,9.4,12.3,23,289,0,DODGE,3
11,132,11,1,0,6,4,6.4,8,15.8,9.6,13.0,22,305,0,DODGE,3
11,132,0,1,0,6,3,3.6,6,12.8,8.7,11.0,26,258,0,DODGE,3
11,132,11,1,0,6,4,6.4,8,15.8,9.6,13.0,22,305,0,DODGE,3
11,132,11,1,0,6,4,6.2,8,19.0,11.5,15.6,18,368,0,DODGE,3
11,155,0,12,0,6,3,3.6,6,12.7,9.6,11.3,25,265,0,DODGE,3
11,155,0,12,0,6,3,5.7,8,16.7,10.9,14.1,20,331,0,DODGE,3
11,155,0,12,0,6,4,6.4,8,18.3,12.2,15.6,18,363,0,DODGE,3
11,240,11,4,0,4,3,3.6,6,13.7,9.4,11.8,24,276,0,DODGE,3
11,260,11,11,0,2,3,2.4,4,12.7,9.2,11.1,25,261,0,DODGE,3
12,0,11,13,0,4,3,1.4,4,9.3,6.5,8.0,35,187,1,FIAT,1
12,0,11,13,4,4,3,1.4,4,9.0,6.7,7.9,36,185,1,FIAT,1
12,21,11,9,0,4,3,1.4,4,10.7,7.9,9.4,30,221,1,FIAT,1
12,22,0,11,0,7,3,1.3,4,10.0,7.9,9.1,31,213,1,FIAT,1
13,177,11,11,2,4,3,1.0,3,8.6,8.1,8.4,34,197,0,FORD,3
13,177,0,11,2,4,3,2.0,4,10.2,8.1,9.2,31,216,0,FORD,3
13,178,11,11,0,6,3,2.0,4,11.2,8.1,9.8,29,229,0,FORD,3
13,178,0,11,0,6,3,2.0,4,11.4,8.3,10.0,28,233,0,FORD,3
13,178,0,11,2,6,3,2.0,4,11.4,8.3,10.0,28,233,0,FORD,3
13,178,0,11,2,6,3,2.7,6,12.5,9.2,11.0,26,258,0,FORD,3
13,185,11,11,0,6,3,1.5,3,8.6,7.1,7.9,36,185,0,FORD,3
13,185,0,11,0,6,3,1.5,3,8.9,7.6,8.3,34,196,0,FORD,3
13,185,0,11,2,6,3,2.0,4,10.4,7.5,9.1,31,213,0,FORD,3
13,185,11,11,3,0,3,2.5,4,5.4,6.3,5.8,49,136,0,FORD,3
13,185,0,11,3,0,3,2.5,4,5.5,6.4,5.9,48,139,0,FORD,3
13,186,6,12,2,1,3,3.5,6,14.1,10.6,12.5,23,294,0,FORD,3
13,186,6,12,2,1,3,3.5,6,14.7,11.2,13.1,22,308,0,FORD,3
13,187,0,12,2,1,3,2.3,4,11.6,8.7,10.3,27,241,0,FORD,3
13,187,0,12,2,1,3,3.0,6,13.3,9.8,11.8,24,278,0,FORD,3
13,187,0,12,2,1,3,3.3,6,10.1,9.0,9.6,29,225,0,FORD,3
13,188,11,6,2,1,3,2.7,6,12.0,8.9,10.6,27,249,0,FORD,3
13,188,11,6,2,1,0,3.0,6,11.1,8.3,9.8,29,264,0,FORD,3
13,188,11,6,2,1,0,3.0,6,11.1,8.3,9.8,29,264,0,FORD,3
13,188,3,6,2,4,3,3.3,6,12.1,9.3,10.8,26,254,0,FORD,3
13,188,3,6,2,4,1,3.3,6,16.6,12.6,14.8,19,245,0,FORD,3
13,188,11,6,2,1,3,3.5,6,14.3,10.7,12.7,22,298,0,FORD,3
13,188,3,6,2,1,3,5.0,8,14.3,10.6,12.6,22,297,0,FORD,3
13,188,3,6,2,1,1,5.0,8,20.0,14.8,17.6,16,293,0,FORD,3
13,188,3,6,2,1,3,5.0,8,14.4,11.2,13.0,22,305,0,FORD,3
13,188,3,6,2,1,1,5.0,8,20.0,14.9,17.7,16,294,0,FORD,3
